,main_pat_id,gender,first_name,last_name,middle_name,dob,marital_status,ethnicity,nhs_no,gp_title,gp_forename,gp_surname,gp_addr1,gp_addr2,gp_addr3,gp_addr4,gp_postcode,gp_workphone,pat_addr1,pat_addr2,pat_addr3,postcode,homephone,hospital_no,death_indicator,gp_local_code,gp_doh_code,gp_practicecode,date_of_death
76,P1000076,M,RONALD,PARSONS,LEONARD,1972-04-08,C,A,984 127 5333,DR.,BRADLEY,WILLIAMS,584 ALLEN ORCHARD,FLAT 45,PORT LESLIE,,SL56 5AX,+44191 4960927,81 LUKE VIEWS,FLAT 6,WALLISTOWN,DD1Y,(029) 2018700,M7861920,0,Q88,G2059460,C82180,
77,P1000077,M,TERRY,HILL,MAX,1961-03-19,M,B,489 839 5236,DR.,RHYS,DAVIS,6 GEMMA DRIVE,STUDIO 08,LAWRENCEFORT,,M62 7XA,(0306) 999 0535,"FLAT 0
SYKES RAPID",FLAT 8,SOUTH CHARLES,GL57,(01632)960690,M7821540,0,Q84,G8447993,C82985,
78,P1000078,F,ROSEMARY,WHITE,FIONA,1970-10-19,C,B,174 649 9591,DR.,SHIRLEY,CURTIS,"FLAT 15V
GRIFFITHS CROSSING",FLAT 00V,EAST SUSANSHIRE,,E2J 4EL,+44121 496 0701,"STUDIO 80D
CLARKE FORKS",FLAT 7,NORTH DALE,E85,0141 496 0220,C6734837,0,Q75,G9988221,C82204,
79,P1000079,M,NATHAN,TURNBULL,MOHAMED,1986-05-26,S,B,898 653 2476,DR.,DAVID,CUNNINGHAM,"STUDIO 94
MANDY REST",STUDIO 7,HUDSONSHIRE,,L1 0TN,(0191) 4960454,7 KIERAN WAY,STUDIO 3,NEW CHERYL,G9J,+44(0)151 4960942,S4614610,0,Q87,G9215637,C82303,
80,P1000080,F,EMMA,PERRY,LEAH,1966-04-25,S,B,932 116 8796,DR.,RACHAEL,WOOD,698 HILARY PIKE,STUDIO 2,SOUTH ANGELA,,BR2 1WA,+442074960754,"STUDIO 3
YOUNG VILLE",FLAT 62,WOODWARDSTAD,E9C,+44(0)1164960489,S8218015,0,Q97,G4972883,C82700,
81,P1000081,M,EDWARD,BURGESS,RAYMOND,1984-11-24,S,A,116 580 7912,DR.,DARREN,REYNOLDS,97 GIBSON LOCKS,STUDIO 1,LEACHMOUTH,,NE9X 0LT,+44118 4960478,"FLAT 6
RACHAEL CORNERS",STUDIO 11,PATRICIAPORT,W77,(0116)4960278,S3718064,0,Q90,G0818731,C82407,
82,P1000082,M,ADRIAN,CARR,DAMIEN,1970-01-21,M,C1,628 090 8356,DR.,SEAN,MORRIS,"FLAT 89E
KEMP POINTS",FLAT 1,EAST MATHEWPORT,,SY0 6FQ,+441174960782,334 SHAUN ESTATE,STUDIO 13,DONNAVILLE,SP56,(0808)1570844,C8472325,1,Q63,G7492279,C82149,1986-07-24
83,P1000083,F,MOLLY,NASH,LOUISE,1979-02-07,M,B,566 398 0245,DR.,HARRIET,SMITH,57 EDWARDS RAMP,STUDIO 17F,WATERSBOROUGH,,CV39 1DA,+44115 496 0977,8 ALI MANOR,FLAT 65K,TAYLORBURGH,S9C,0116 4960600,M7819041,0,Q95,G1576896,C82670,
84,P1000084,F,HOLLIE,WILLIAMS,PAULA,1975-09-03,M,A,902 634 2187,DR.,LINDSEY,WALLACE,475 SARA HOLLOW,FLAT 3,KELLYMOUTH,,EX0N 4PF,01414960443,"FLAT 5
SAMUEL ISLAND",FLAT 3,PORT MANDYHAVEN,LN8,(0141) 4960338,S7005602,0,Q74,G7546550,C82881,
85,P1000085,F,MARIE,MCCARTHY,JOAN,1965-07-16,S,C1,973 188 2413,DR.,ELAINE,AHMED,08 COX GARDEN,FLAT 96I,SOUTH TOMCHESTER,,G8 4GA,+44(0)1614960444,"FLAT 9
O'DONNELL OVERPASS",STUDIO 07D,CHARLOTTESHIRE,B5,(0909) 8790854,S3152659,0,Q07,G7930890,C82596,
86,P1000086,F,ANNETTE,BARNETT,JANICE,1952-07-02,S,A,507 206 4999,DR.,HARRIET,TAYLOR,"FLAT 41
CLARK PASSAGE",STUDIO 0,EAST GAIL,,E27 1ZT,(020) 74960511,99 DAVIS GARDEN,STUDIO 40,LEONARDBURGH,E8,(0808) 157 0171,M5389685,0,Q04,G1270034,C82067,
87,P1000087,M,STANLEY,NIXON,CHARLIE,1978-07-10,S,B,960 548 8191,DR.,IAN,WILLIAMS,50 HOLLY RAPIDS,FLAT 9,PORT ALICEVIEW,,GU9A 8BX,0191 4960809,"STUDIO 84
WHEELER ORCHARD",FLAT 1,SOUTH BENJAMINVILLE,HS9Y,(029) 2018 0264,M3199611,0,Q72,G5790921,C82537,
88,P1000088,M,REECE,JONES,MAURICE,1980-02-21,C,B,759 568 4226,DR.,ROY,MORRIS,63 DENISE CANYON,FLAT 45,PORT VALERIEFURT,,MK1 0DE,(0115) 496 0389,"FLAT 63
SMITH DRIVE",STUDIO 96A,ALBERTFURT,CB1,(028) 9018 0092,S2060280,0,Q74,G6440211,C82523,
89,P1000089,F,SHEILA,KELLY,JOSEPHINE,1987-06-19,S,B,676 593 4413,DR.,GEORGIA,BISHOP,05 HUNTER PINE,STUDIO 55,WEST ERICMOUTH,,S1 5DE,+44(0)1164960837,617 DAWSON LODGE,STUDIO 20J,PORT CAMERONLAND,M5S,(0115) 496 0079,S9001052,0,Q95,G6288329,C82200,
90,P1000090,F,HOLLY,BROOKES,MARIAN,1991-03-27,M,C2,651 351 0503,DR.,SALLY,WATSON,"FLAT 4
KENNETH ROUTE",STUDIO 0,NEW MAUREENVILLE,,N1W 0EZ,(0118) 4960574,"STUDIO 44Y
ANNE TRACK",FLAT 42,PORTERMOUTH,N3D,0116 4960131,M3117676,0,Q18,G6168855,C82740,
91,P1000091,F,RACHEL,WILLIAMS,KERRY,1988-07-06,S,B,437 871 0013,DR.,JUDITH,WOOD,7 JULIE SHORE,STUDIO 70,LEETOWN,,WN9A 9BD,(0141) 496 0583,"STUDIO 68N
MELANIE MILL",FLAT 4,BRAYPORT,W1U,(0306)9990634,S3619468,0,Q16,G6720739,C82768,
92,P1000092,F,KIM,SMITH,GILLIAN,1975-10-05,S,C2,363 569 1801,DR.,JUNE,DUNN,"STUDIO 91
SIAN VILLAGES",FLAT 7,LAKE CATHERINE,,S4 7FL,029 2018 0740,"FLAT 29
MARGARET MOUNTAIN",STUDIO 06,NORTH KAYLEIGHCHESTER,TR9B,+44191 4960046,S4286797,0,Q56,G8379937,C82388,
93,P1000093,F,CARLY,WRIGHT,MANDY,1977-03-26,M,B,830 992 7339,DR.,KATHERINE,O'NEILL,16 JONES GREENS,FLAT 85S,SOUTH CRAIG,,N1H 6QF,+44118 4960521,070 BARBER COURSE,STUDIO 3,GAVINMOUTH,TW34,+44(0)115 496 0160,S8550804,0,Q96,G6164460,C82851,
94,P1000094,M,GREGORY,WEST,FRANK,1986-11-15,C,A,569 939 0200,DR.,MARTYN,ROBINSON,7 MITCHELL PLACE,FLAT 15,NEW MAX,,GY70 3WG,+44(0)114 4960753,"FLAT 41
COLEMAN FALLS",FLAT 6,NEW JOANNAPORT,G65,(0131)4960016,M4097858,0,Q05,G6246728,C82891,
95,P1000095,F,MELANIE,METCALFE,ELAINE,1977-07-25,S,B,951 689 7495,DR.,JUNE,CLARK,26 JONES WAYS,FLAT 52T,RICKYFURT,,N05 3ND,01632960706,"STUDIO 2
NEIL CLIFF",FLAT 66,MITCHELLPORT,N5,(0115) 4960633,S6749899,0,Q64,G5478126,C82633,
96,P1000096,F,MELISSA,PATEL,JEAN,1970-01-24,M,B,495 909 0006,DR.,MARIE,HALL,36 CHELSEA PLAINS,FLAT 86,MARCLAND,,BL0 8LW,+44(0)2074960416,"FLAT 71G
MARSHALL SQUARE",STUDIO 64M,NORTH MARK,ME5,+44161 4960575,M9407451,0,Q49,G8476304,C82044,
97,P1000097,M,OLIVER,BURGESS,KENNETH,1954-01-24,M,C2,579 008 5776,DR.,ANDREW,CAMPBELL,72 HARGREAVES FLAT,STUDIO 1,LAKE JUNE,,IP91 1LN,+44117 496 0729,"STUDIO 10X
HUSSAIN CLUB",FLAT 3,SOUTH CRAIGMOUTH,IP36,0808 1570819,M5410831,0,Q94,G8912756,C82384,
98,P1000098,F,MARIAN,BIBI,HELEN,1973-11-18,S,B,866 922 8270,DR.,DIANE,ADAMS,"FLAT 2
TRACEY MEWS",FLAT 02C,TALBOTMOUTH,,OX0 2ZX,+44(0)1134960907,446 CHELSEA STREAM,FLAT 8,NEW RUSSELL,G71,+441632 960010,S5360589,0,Q46,G2812300,C82364,
99,P1000099,F,LISA,CLEMENTS,KIM,1965-11-26,C,C2,988 141 7945,DR.,LISA,HILL,2 DAY JUNCTIONS,STUDIO 3,EVANSSIDE,,YO05 4HP,01632 960 632,"STUDIO 68H
NATASHA STREET",FLAT 16,LOWEFURT,E9T,+44292018736,C4940609,0,Q54,G9914063,C82954,
